2.718080000000000000e+05
2.169197000000000116e+05
6.899907199999999721e+05
8.549514799999999814e+05
5.631288000000000466e+05
1.155598219999999972e+06
1.799687899999999907e+06
1.883559879999999888e+06
2.177111810000000056e+06
2.554535720000000205e+06
2.931959629999999888e+06
3.183575569999999832e+06
3.602935470000000205e+06
3.896487399999999907e+06
4.315847299999999814e+06
4.483591259999999776e+06
4.777143190000000410e+06
5.028759129999999888e+06
5.448119030000000261e+06
5.573927000000000000e+06
